Timestamps,Date,mm/h Max Precip Rate,m3/m3 Water Content,degree_C Soil Temperature,mS/cm Saturation Extract EC,kPa Atmospheric Pressure,degree_C Air Temperature
22/06/23 2:45,22/06/23,0,,,,99.59,19.4
22/06/23 3:00,22/06/23,0,,,,99.58,19.4
22/06/23 3:15,22/06/23,0,,,,99.59,19.3
22/06/23 3:30,22/06/23,0,,,,99.6,19.3
22/06/23 3:45,22/06/23,0,,,,99.62,19.2
22/06/23 4:00,22/06/23,0,,,,99.61,19.2
22/06/23 4:15,22/06/23,0,,,,99.61,19.2
22/06/23 4:30,22/06/23,0,,,,99.62,19.1
22/06/23 4:45,22/06/23,0,,,,99.61,19.1
22/06/23 5:00,22/06/23,0,,,,99.62,19.1
22/06/23 5:15,22/06/23,0,,,,99.63,19.1
22/06/23 5:30,22/06/23,0,,,,99.62,19.2
22/06/23 5:45,22/06/23,0,,,,99.63,19.2
22/06/23 6:00,22/06/23,0,,,,99.63,19.2
22/06/23 6:15,22/06/23,0,,,,99.63,19.2
22/06/23 6:30,22/06/23,0,,,,99.62,19.3
22/06/23 6:45,22/06/23,0,,,,99.63,19.3
22/06/23 7:00,22/06/23,0,,,,99.64,19.4
22/06/23 7:15,22/06/23,0,,,,99.64,19.4
22/06/23 7:30,22/06/23,0,,,,99.65,19.5
22/06/23 7:45,22/06/23,0,,,,99.66,19.7
22/06/23 8:00,22/06/23,0,,,,99.65,19.9
22/06/23 8:15,22/06/23,0,,,,99.67,20.2
22/06/23 8:30,22/06/23,0,,,,99.67,20.6
22/06/23 8:45,22/06/23,0,,,,99.67,21.1
22/06/23 9:00,22/06/23,0,,,,99.67,21.5
22/06/23 9:15,22/06/23,0,,,,99.65,22.1
22/06/23 9:30,22/06/23,0,,,,99.65,22.6
22/06/23 9:45,22/06/23,0,,,,99.66,22.9
22/06/23 10:00,22/06/23,0,,,,99.66,23.2
22/06/23 10:15,22/06/23,0,,,,99.65,23.3
22/06/23 10:30,22/06/23,0,,,,99.65,23.5
22/06/23 10:45,22/06/23,0,,,,99.65,23.6
22/06/23 11:00,22/06/23,0,,,,99.65,23.6
22/06/23 11:15,22/06/23,0,,,,99.64,24
22/06/23 11:30,22/06/23,0,,,,99.64,23.8
22/06/23 11:45,22/06/23,0,,,,99.66,23.8
22/06/23 12:00,22/06/23,0,,,,99.67,23.8
22/06/23 12:15,22/06/23,0,,,,99.67,23.9
22/06/23 12:30,22/06/23,0,,,,99.67,24.3
22/06/23 12:45,22/06/23,0,,,,99.67,24.4
22/06/23 13:00,22/06/23,0,,,,99.66,24.3
22/06/23 13:15,22/06/23,0,,,,99.64,24.4
22/06/23 13:30,22/06/23,0,,,,99.64,24.2
22/06/23 13:45,22/06/23,0,,,,99.64,24
22/06/23 14:00,22/06/23,0,,,,99.64,24
22/06/23 14:15,22/06/23,0,,,,99.63,24
22/06/23 14:30,22/06/23,0,,,,99.62,24.3
22/06/23 14:45,22/06/23,0,,,,99.62,24.6
22/06/23 15:00,22/06/23,0,,,,99.62,24.8
22/06/23 15:15,22/06/23,0,,,,99.62,24.7
22/06/23 15:30,22/06/23,0,,,,99.62,24.6
22/06/23 15:45,22/06/23,0,,,,99.61,24.8
22/06/23 16:00,22/06/23,0,,,,99.61,24.8
22/06/23 16:15,22/06/23,0,,,,99.6,24.7
22/06/23 16:30,22/06/23,0,,,,99.61,24.4
22/06/23 16:45,22/06/23,0,,,,99.61,24.3
22/06/23 17:00,22/06/23,0,,,,99.6,24.2
22/06/23 17:15,22/06/23,0,,,,99.6,24.1
22/06/23 17:30,22/06/23,0,,,,99.6,24.1
22/06/23 17:45,22/06/23,0,,,,99.6,23.9
22/06/23 18:00,22/06/23,0,,,,99.61,23.8
22/06/23 18:15,22/06/23,0,,,,99.61,23.6
22/06/23 18:30,22/06/23,0,,,,99.62,23.4
22/06/23 18:45,22/06/23,0,,,,99.63,23.3
22/06/23 19:00,22/06/23,0,,,,99.64,23.2
22/06/23 19:15,22/06/23,0,,,,99.64,23.1
22/06/23 19:30,22/06/23,0,,,,99.64,23.1
22/06/23 19:45,22/06/23,0,,,,99.63,22.9
22/06/23 20:00,22/06/23,0,,,,99.62,22.5
22/06/23 20:15,22/06/23,0,,,,99.63,22
22/06/23 20:30,22/06/23,0,,,,99.63,21.4
22/06/23 20:45,22/06/23,0,,,,99.64,20.9
22/06/23 21:00,22/06/23,0,,,,99.65,20.4
22/06/23 21:15,22/06/23,0,,,,99.65,19.9
22/06/23 21:30,22/06/23,0,,,,99.67,19.5
22/06/23 21:45,22/06/23,0,,,,99.69,19.1
22/06/23 22:00,22/06/23,0,,,,99.7,18.8
22/06/23 22:15,22/06/23,0,,,,99.71,18.6
22/06/23 22:30,22/06/23,0,,,,99.72,18.4
22/06/23 22:45,22/06/23,0,,,,99.73,18.2
22/06/23 23:00,22/06/23,0,,,,99.72,18
22/06/23 23:15,22/06/23,0,,,,99.73,17.8
22/06/23 23:30,22/06/23,0,,,,99.75,17.6
22/06/23 23:45,22/06/23,0,,,,99.75,17.4
23/06/23 0:00,23/06/23,0,,,,99.75,17.3
23/06/23 0:15,23/06/23,0,,,,99.75,17.4
23/06/23 0:30,23/06/23,0,,,,99.74,17.2
23/06/23 0:45,23/06/23,0,,,,99.73,16.9
23/06/23 1:00,23/06/23,0,,,,99.72,16.7
23/06/23 1:15,23/06/23,0,,,,99.71,16.6
23/06/23 1:30,23/06/23,0,,,,99.71,16.4
23/06/23 1:45,23/06/23,0,,,,99.69,16.3
23/06/23 2:00,23/06/23,0,,,,99.68,16.2
23/06/23 2:15,23/06/23,0,,,,99.67,16.2
23/06/23 2:30,23/06/23,0,,,,99.68,16.2
23/06/23 2:45,23/06/23,0,,,,99.69,16.2
23/06/23 3:00,23/06/23,0,,,,99.68,16.1
23/06/23 3:15,23/06/23,0,,,,99.69,15.8
23/06/23 3:30,23/06/23,0,,,,99.69,15.6
23/06/23 3:45,23/06/23,0,,,,99.69,15.6
23/06/23 4:00,23/06/23,0,,,,99.7,15.6
23/06/23 4:15,23/06/23,0,,,,99.71,15.6
23/06/23 4:30,23/06/23,0,,,,99.73,15.6
23/06/23 4:45,23/06/23,0,,,,99.73,15.5
23/06/23 5:00,23/06/23,0,,,,99.74,15.4
23/06/23 5:15,23/06/23,0,,,,99.74,15.4
23/06/23 5:30,23/06/23,0,,,,99.76,15.3
23/06/23 5:45,23/06/23,0,,,,99.77,15.1
23/06/23 6:00,23/06/23,0,,,,99.79,15.1
23/06/23 6:15,23/06/23,0,,,,99.8,15.2
23/06/23 6:30,23/06/23,0,,,,99.81,15.6
23/06/23 6:45,23/06/23,0,,,,99.82,16.2
23/06/23 7:00,23/06/23,0,,,,99.83,17
23/06/23 7:15,23/06/23,0,,,,99.85,17.8
23/06/23 7:30,23/06/23,0,,,,99.86,18.5
23/06/23 7:45,23/06/23,0,,,,99.88,19.1
23/06/23 8:00,23/06/23,0,,,,99.89,19.8
23/06/23 8:15,23/06/23,0,,,,99.9,20.5
23/06/23 8:30,23/06/23,12,,,,99.91,21.4
23/06/23 8:45,23/06/23,0,,,,99.91,21.8
23/06/23 9:00,23/06/23,0,,,,99.92,22.2
23/06/23 9:15,23/06/23,0,,,,99.92,22.7
23/06/23 9:30,23/06/23,0,,,,99.91,23.3
23/06/23 9:45,23/06/23,0,,,,99.9,23.9
23/06/23 10:00,23/06/23,0,,,,99.9,24.9
23/06/23 10:15,23/06/23,0,,,,99.91,25.5
23/06/23 10:30,23/06/23,0,,,,99.89,25.8
23/06/23 10:45,23/06/23,0,,,,99.88,25.8
23/06/23 11:00,23/06/23,0,,,,99.88,26.1
23/06/23 11:15,23/06/23,0,,,,99.86,26.3
23/06/23 11:30,23/06/23,0,,,,99.84,26.4
23/06/23 11:45,23/06/23,0,,,,99.82,26.4
23/06/23 12:00,23/06/23,0,,,,99.82,26.8
23/06/23 12:15,23/06/23,0,,,,99.82,27.2
23/06/23 12:30,23/06/23,0,,,,99.8,27.3
23/06/23 12:45,23/06/23,0,,,,99.79,27.3
23/06/23 13:00,23/06/23,0,,,,99.78,27.3
23/06/23 13:15,23/06/23,0,,,,99.76,27.4
23/06/23 13:30,23/06/23,0,,,,99.75,27.6
23/06/23 13:45,23/06/23,0,,,,99.74,27.9
23/06/23 14:00,23/06/23,0,,,,99.74,28.2
23/06/23 14:15,23/06/23,0,,,,99.74,28.2
23/06/23 14:30,23/06/23,0,,,,99.73,28.3
23/06/23 14:45,23/06/23,0,,,,99.73,28.4
23/06/23 15:00,23/06/23,0,,,,99.72,28.3
23/06/23 15:15,23/06/23,0,,,,99.71,28.1
23/06/23 15:30,23/06/23,0,,,,99.71,28.1
23/06/23 15:45,23/06/23,0,,,,99.72,28
23/06/23 16:00,23/06/23,0,,,,99.72,27.9
23/06/23 16:15,23/06/23,0,,,,99.72,28
23/06/23 16:30,23/06/23,0,,,,99.72,28.2
23/06/23 16:45,23/06/23,0,,,,99.73,28.4
23/06/23 17:00,23/06/23,0,,,,99.7,28.6
23/06/23 17:15,23/06/23,0,,,,99.68,28.6
23/06/23 17:30,23/06/23,0,,,,99.67,28.6
23/06/23 17:45,23/06/23,0,,,,99.66,28.5
23/06/23 18:00,23/06/23,0,,,,99.65,28.2
23/06/23 18:15,23/06/23,0,,,,99.65,28
23/06/23 18:30,23/06/23,0,,,,99.64,27.8
23/06/23 18:45,23/06/23,0,,,,99.65,27.6
23/06/23 19:00,23/06/23,0,,,,99.64,27.4
23/06/23 19:15,23/06/23,0,,,,99.63,27
23/06/23 19:30,23/06/23,0,,,,99.63,26.6
23/06/23 19:45,23/06/23,0,,,,99.63,26.1
23/06/23 20:00,23/06/23,0,,,,99.63,25.6
23/06/23 20:15,23/06/23,0,,,,99.64,25.1
23/06/23 20:30,23/06/23,0,,,,99.65,24.5
23/06/23 20:45,23/06/23,0,,,,99.66,23.9
23/06/23 21:00,23/06/23,0,,,,99.67,23.4
23/06/23 21:15,23/06/23,0,,,,99.69,22.8
23/06/23 21:30,23/06/23,0,,,,99.71,22.4
23/06/23 21:45,23/06/23,0,,,,99.72,22
23/06/23 22:00,23/06/23,0,,,,99.72,21.6
23/06/23 22:15,23/06/23,0,,,,99.73,21.4
23/06/23 22:30,23/06/23,0,,,,99.74,21.1
23/06/23 22:45,23/06/23,0,,,,99.74,20.9
23/06/23 23:00,23/06/23,0,,,,99.74,20.7
23/06/23 23:15,23/06/23,0,,,,99.74,20.6
23/06/23 23:30,23/06/23,0,,,,99.74,20.4
23/06/23 23:45,23/06/23,0,,,,99.75,20.4
24/06/23 0:00,24/06/23,0,,,,99.74,20.3
24/06/23 0:15,24/06/23,0,,,,99.73,20.5
24/06/23 0:30,24/06/23,0,,,,99.72,20.4
24/06/23 0:45,24/06/23,0,,,,99.71,20
24/06/23 1:00,24/06/23,0,,,,99.72,19.8
24/06/23 1:15,24/06/23,0,,,,99.72,19.8
24/06/23 1:30,24/06/23,0,,,,99.71,19.9
24/06/23 1:45,24/06/23,0,,,,99.7,19.9
24/06/23 2:00,24/06/23,0,,,,99.69,19.7
24/06/23 2:15,24/06/23,0,,,,99.7,19.5
24/06/23 2:30,24/06/23,0,,,,99.72,19.4
24/06/23 2:45,24/06/23,0,,,,99.74,19.3
24/06/23 3:00,24/06/23,0,,,,99.75,19.1
24/06/23 3:15,24/06/23,0,,,,99.76,18.8
24/06/23 3:30,24/06/23,0,,,,99.77,18.7
24/06/23 3:45,24/06/23,0,,,,99.77,18.7
24/06/23 4:00,24/06/23,0,,,,99.77,18.7
24/06/23 4:15,24/06/23,0,,,,99.78,18.7
24/06/23 4:30,24/06/23,0,,,,99.78,18.6
24/06/23 4:45,24/06/23,0,,,,99.79,18.6
24/06/23 5:00,24/06/23,0,,,,99.8,18.7
24/06/23 5:15,24/06/23,0,,,,99.81,18.9
24/06/23 5:30,24/06/23,0,,,,99.83,19.1
24/06/23 5:45,24/06/23,0,,,,99.83,19.3
24/06/23 6:00,24/06/23,0,,,,99.83,19.6
24/06/23 6:15,24/06/23,0,,,,99.85,19.7
24/06/23 6:30,24/06/23,0,,,,99.85,19.9
24/06/23 6:45,24/06/23,0,,,,99.86,20.4
24/06/23 7:00,24/06/23,0,,,,99.87,21.1
24/06/23 7:15,24/06/23,0,,,,99.88,21.7
24/06/23 7:30,24/06/23,0,,,,99.89,22.1
24/06/23 7:45,24/06/23,0,,,,99.89,22.6
24/06/23 8:00,24/06/23,0,,,,99.9,23.2
24/06/23 8:15,24/06/23,0,,,,99.9,23.8
24/06/23 8:30,24/06/23,0,,,,99.9,24.3
24/06/23 8:45,24/06/23,0,,,,99.9,24.9
24/06/23 9:00,24/06/23,0,,,,99.91,25.4
24/06/23 9:15,24/06/23,0,,,,99.9,25.9
24/06/23 9:30,24/06/23,0,,,,99.88,26.4
24/06/23 9:45,24/06/23,0,,,,99.87,26.8
24/06/23 10:00,24/06/23,0,,,,99.87,27.2
24/06/23 10:15,24/06/23,0,,,,99.87,27.6
24/06/23 10:30,24/06/23,0,,,,99.85,28
24/06/23 10:45,24/06/23,0,,,,99.84,28.4
24/06/23 11:00,24/06/23,0,,,,99.84,28.7
24/06/23 11:15,24/06/23,0,,,,99.83,29
24/06/23 11:30,24/06/23,0,,,,99.82,29.3
24/06/23 11:45,24/06/23,0,,,,99.82,29.6
24/06/23 12:00,24/06/23,0,,,,99.82,29.9
24/06/23 12:15,24/06/23,0,,,,99.8,30.5
24/06/23 12:30,24/06/23,0,,,,99.8,30.8
24/06/23 12:45,24/06/23,0,,,,99.79,30.8
24/06/23 13:00,24/06/23,0,,,,99.78,30.9
24/06/23 13:15,24/06/23,0,,,,99.78,31
24/06/23 13:30,24/06/23,0,,,,99.79,31
24/06/23 13:45,24/06/23,0,,,,99.8,31.2
24/06/23 14:00,24/06/23,0,,,,99.8,31.3
24/06/23 14:15,24/06/23,0,,,,99.78,31.4
24/06/23 14:30,24/06/23,0,,,,99.77,31.6
24/06/23 14:45,24/06/23,0,,,,99.78,31.6
24/06/23 15:00,24/06/23,0,,,,99.77,31.8
24/06/23 15:15,24/06/23,0,,,,99.75,31.8
24/06/23 15:30,24/06/23,0,,,,99.73,31.8
24/06/23 15:45,24/06/23,0,,,,99.73,31.8
24/06/23 16:00,24/06/23,0,,,,99.74,31.6
24/06/23 16:15,24/06/23,0,,,,99.72,31.4
24/06/23 16:30,24/06/23,0,,,,99.71,31.4
24/06/23 16:45,24/06/23,0,,,,99.68,31.4
24/06/23 17:00,24/06/23,0,,,,99.67,31.3
24/06/23 17:15,24/06/23,0,,,,99.66,31.2
24/06/23 17:30,24/06/23,0,,,,99.64,31.1
24/06/23 17:45,24/06/23,0,,,,99.63,30.9
24/06/23 18:00,24/06/23,0,,,,99.62,30.6
24/06/23 18:15,24/06/23,0,,,,99.61,30.4
24/06/23 18:30,24/06/23,0,,,,99.6,30.2
24/06/23 18:45,24/06/23,0,,,,99.6,29.9
24/06/23 19:00,24/06/23,0,,,,99.6,29.6
24/06/23 19:15,24/06/23,0,,,,99.59,29.3
24/06/23 19:30,24/06/23,0,,,,99.6,29
24/06/23 19:45,24/06/23,0,,,,99.59,28.7
24/06/23 20:00,24/06/23,0,,,,99.59,28.3
24/06/23 20:15,24/06/23,0,,,,99.61,27.8
24/06/23 20:30,24/06/23,0,,,,99.61,27.3
24/06/23 20:45,24/06/23,0,,,,99.61,26.8
24/06/23 21:00,24/06/23,0,,,,99.61,26.5
24/06/23 21:15,24/06/23,0,,,,99.61,25.8
24/06/23 21:30,24/06/23,0,,,,99.62,25.4
24/06/23 21:45,24/06/23,0,,,,99.63,24.9
24/06/23 22:00,24/06/23,0,,,,99.64,24.5
24/06/23 22:15,24/06/23,0,,,,99.65,24
24/06/23 22:30,24/06/23,0,,,,99.65,23.8
24/06/23 22:45,24/06/23,0,,,,99.65,23.8
24/06/23 23:00,24/06/23,0,,,,99.65,23.7
24/06/23 23:15,24/06/23,0,,,,99.65,23.6
24/06/23 23:30,24/06/23,0,,,,99.66,23.5
24/06/23 23:45,24/06/23,0,,,,99.66,23.6
25/06/23 0:00,25/06/23,0,,,,99.65,23.6
25/06/23 0:15,25/06/23,0,,,,99.66,23.9
25/06/23 0:30,25/06/23,0,,,,99.65,24
25/06/23 0:45,25/06/23,0,,,,99.65,24
25/06/23 1:00,25/06/23,0,,,,99.64,24
25/06/23 1:15,25/06/23,0,,,,99.62,23.9
25/06/23 1:30,25/06/23,0,,,,99.61,23.9
25/06/23 1:45,25/06/23,0,,,,99.61,24
25/06/23 2:00,25/06/23,0,,,,99.61,24
25/06/23 2:15,25/06/23,0,,,,99.59,24.2
25/06/23 2:30,25/06/23,0,,,,99.58,24.3
25/06/23 2:45,25/06/23,0,,,,99.57,24.3
25/06/23 3:00,25/06/23,0,,,,99.57,24.3
25/06/23 3:15,25/06/23,0,,,,99.56,24.4
25/06/23 3:30,25/06/23,0,,,,99.56,24.4
25/06/23 3:45,25/06/23,0,,,,99.55,24.4
25/06/23 4:00,25/06/23,0,,,,99.54,24.5
25/06/23 4:15,25/06/23,0,,,,99.54,24.5
25/06/23 4:30,25/06/23,0,,,,99.55,24.5
25/06/23 4:45,25/06/23,0,,,,99.55,24.4
25/06/23 5:00,25/06/23,0,,,,99.56,24.4
25/06/23 5:15,25/06/23,0,,,,99.56,24.5
25/06/23 5:30,25/06/23,0,,,,99.56,24.5
25/06/23 5:45,25/06/23,0,,,,99.55,24.6
25/06/23 6:00,25/06/23,0,,,,99.54,24.7
25/06/23 6:15,25/06/23,0,,,,99.54,24.8
25/06/23 6:30,25/06/23,0,,,,99.53,24.9
25/06/23 6:45,25/06/23,0,,,,99.52,25.1
25/06/23 7:00,25/06/23,0,,,,99.5,25.4
25/06/23 7:15,25/06/23,0,,,,99.51,25.9
25/06/23 7:30,25/06/23,0,,,,99.52,26.4
25/06/23 7:45,25/06/23,0,,,,99.52,27
25/06/23 8:00,25/06/23,0,,,,99.5,27.5
25/06/23 8:15,25/06/23,0,,,,99.49,27.8
25/06/23 8:30,25/06/23,0,,,,99.49,28.2
25/06/23 8:45,25/06/23,0,,,,99.49,28.4
25/06/23 9:00,25/06/23,0,,,,99.49,28.8
25/06/23 9:15,25/06/23,0,,,,99.49,29
25/06/23 9:30,25/06/23,0,,,,99.48,29.2
25/06/23 9:45,25/06/23,0,,,,99.49,29.6
25/06/23 10:00,25/06/23,0,,,,99.47,29.9
25/06/23 10:15,25/06/23,0,,,,99.46,30.2
25/06/23 10:30,25/06/23,0,,,,99.46,30.5
25/06/23 10:45,25/06/23,0,,,,99.47,30.8
25/06/23 11:00,25/06/23,0,,,,99.46,31
25/06/23 11:15,25/06/23,0,,,,99.47,31.2
25/06/23 11:30,25/06/23,0,,,,99.49,31.3
25/06/23 11:45,25/06/23,0,,,,99.48,31.2
25/06/23 12:00,25/06/23,0,,,,99.48,31.5
25/06/23 12:15,25/06/23,0,,,,99.46,32
25/06/23 12:30,25/06/23,0,,,,99.45,32.4
25/06/23 12:45,25/06/23,0,,,,99.45,32.6
25/06/23 13:00,25/06/23,0,,,,99.44,32.8
25/06/23 13:15,25/06/23,0,,,,99.43,32.9
25/06/23 13:30,25/06/23,0,,,,99.41,32.9
25/06/23 13:45,25/06/23,0,,,,99.39,33.1
25/06/23 14:00,25/06/23,0,,,,99.37,33.3
25/06/23 14:15,25/06/23,0,,,,99.35,33.4
25/06/23 14:30,25/06/23,0,,,,99.34,33.7
25/06/23 14:45,25/06/23,0,,,,99.32,33.7
25/06/23 15:00,25/06/23,0,,,,99.3,33.9
25/06/23 15:15,25/06/23,0,,,,99.28,34
25/06/23 15:30,25/06/23,0,,,,99.26,34
25/06/23 15:45,25/06/23,0,,,,99.24,34.1
25/06/23 16:00,25/06/23,0,,,,99.21,34.1
25/06/23 16:15,25/06/23,0,,,,99.19,34
25/06/23 16:30,25/06/23,0,,,,99.17,34
25/06/23 16:45,25/06/23,0,,,,99.16,33.8
25/06/23 17:00,25/06/23,0,,,,99.16,33.8
25/06/23 17:15,25/06/23,0,,,,99.13,33.8
25/06/23 17:30,25/06/23,0,,,,99.1,33.8
25/06/23 17:45,25/06/23,0,,,,99.08,33.7
25/06/23 18:00,25/06/23,0,,,,99.07,33.5
25/06/23 18:15,25/06/23,0,,,,99.07,33.3
25/06/23 18:30,25/06/23,0,,,,99.1,33.2
25/06/23 18:45,25/06/23,0,,,,99.1,33
25/06/23 19:00,25/06/23,0,,,,99.12,32.8
25/06/23 19:15,25/06/23,0,,,,99.13,32.4
25/06/23 19:30,25/06/23,0,,,,99.12,32.1
25/06/23 19:45,25/06/23,0,,,,99.1,31.9
25/06/23 20:00,25/06/23,0,,,,99.11,31.6
25/06/23 20:15,25/06/23,0,,,,99.09,31.2
25/06/23 20:30,25/06/23,0,,,,99.09,31
25/06/23 20:45,25/06/23,0,,,,99.14,30.6
25/06/23 21:00,25/06/23,0,,,,99.19,30
25/06/23 21:15,25/06/23,0,,,,99.17,29.4
25/06/23 21:30,25/06/23,0,,,,99.25,28.6
25/06/23 21:45,25/06/23,0,,,,99.29,27.9
25/06/23 22:00,25/06/23,0,,,,99.3,27.3
25/06/23 22:15,25/06/23,0,,,,99.32,26.6
25/06/23 22:30,25/06/23,0,,,,99.31,26.1
25/06/23 22:45,25/06/23,0,,,,99.27,25.6
25/06/23 23:00,25/06/23,0,,,,99.25,25.3
25/06/23 23:15,25/06/23,0,,,,99.24,25.1
25/06/23 23:30,25/06/23,0,,,,99.23,24.8
25/06/23 23:45,25/06/23,0,,,,99.24,24.7
26/06/23 0:00,26/06/23,0,,,,99.24,24.5
26/06/23 0:15,26/06/23,0,,,,99.23,24.6
26/06/23 0:30,26/06/23,0,,,,99.24,24.5
26/06/23 0:45,26/06/23,0,,,,99.24,24.3
26/06/23 1:00,26/06/23,0,,,,99.24,24.2
26/06/23 1:15,26/06/23,0,,,,99.26,24.1
26/06/23 1:30,26/06/23,0,,,,99.27,24.1
26/06/23 1:45,26/06/23,0,,,,99.25,24
26/06/23 2:00,26/06/23,0,,,,99.27,23.8
26/06/23 2:15,26/06/23,0,,,,99.28,23.6
26/06/23 2:30,26/06/23,0,,,,99.29,23.4
26/06/23 2:45,26/06/23,0,,,,99.28,23.2
26/06/23 3:00,26/06/23,0,,,,99.27,23
26/06/23 3:15,26/06/23,0,,,,99.27,22.8
26/06/23 3:30,26/06/23,0,,,,99.28,22.6
26/06/23 3:45,26/06/23,0,,,,99.29,22.4
26/06/23 4:00,26/06/23,0,,,,99.29,22.2
26/06/23 4:15,26/06/23,0,,,,99.28,22
26/06/23 4:30,26/06/23,0,,,,99.29,21.9
26/06/23 4:45,26/06/23,0,,,,99.3,21.8
26/06/23 5:00,26/06/23,0,,,,99.29,21.6
26/06/23 5:15,26/06/23,0,,,,99.3,21.5
26/06/23 5:30,26/06/23,0,,,,99.29,21.3
26/06/23 5:45,26/06/23,0,,,,99.3,21
26/06/23 6:00,26/06/23,0,,,,99.32,20.8
26/06/23 6:15,26/06/23,0,,,,99.36,20.8
26/06/23 6:30,26/06/23,0,,,,99.37,21.1
26/06/23 6:45,26/06/23,0,,,,99.36,21.4
26/06/23 7:00,26/06/23,0,,,,99.37,21.9
26/06/23 7:15,26/06/23,0,,,,99.38,22.3
26/06/23 7:30,26/06/23,0,,,,99.41,22.7
26/06/23 7:45,26/06/23,0,,,,99.42,23.1
26/06/23 8:00,26/06/23,0,,,,99.42,23.6
26/06/23 8:15,26/06/23,0,,,,99.42,24
26/06/23 8:30,26/06/23,0,,,,99.42,24.4
26/06/23 8:45,26/06/23,0,,,,99.42,24.8
26/06/23 9:00,26/06/23,0,,,,99.43,25.2
26/06/23 9:15,26/06/23,0,,,,99.43,25.5
26/06/23 9:30,26/06/23,0,,,,99.43,25.9
26/06/23 9:45,26/06/23,0,,,,99.44,26.2
26/06/23 10:00,26/06/23,0,,,,99.44,26.6
26/06/23 10:15,26/06/23,0,,,,99.44,26.9
26/06/23 10:30,26/06/23,0,,,,99.43,27.1
26/06/23 10:45,26/06/23,0,,,,99.44,27.2
26/06/23 11:00,26/06/23,0,,,,99.44,27.4
26/06/23 11:15,26/06/23,0,,,,99.43,27.6
26/06/23 11:30,26/06/23,0,,,,99.43,27.8
26/06/23 11:45,26/06/23,0,,,,99.42,28.1
26/06/23 12:00,26/06/23,0,,,,99.42,28.4
26/06/23 12:15,26/06/23,0,,,,99.41,28.9
26/06/23 12:30,26/06/23,0,,,,99.41,29
26/06/23 12:45,26/06/23,0,,,,99.4,29
26/06/23 13:00,26/06/23,0,,,,99.4,29.1
26/06/23 13:15,26/06/23,0,,,,99.39,29.2
26/06/23 13:30,26/06/23,0,,,,99.38,29.4
26/06/23 13:45,26/06/23,0,,,,99.36,29.5
26/06/23 14:00,26/06/23,0,,,,99.35,29.8
26/06/23 14:15,26/06/23,0,,,,99.34,29.9
26/06/23 14:30,26/06/23,0,,,,99.32,29.9
26/06/23 14:45,26/06/23,0,,,,99.31,30.1
26/06/23 15:00,26/06/23,0,,,,99.3,30.2
26/06/23 15:15,26/06/23,0,,,,99.3,30.3
26/06/23 15:30,26/06/23,0,,,,99.3,30.3
26/06/23 15:45,26/06/23,0,,,,99.31,30.3
26/06/23 16:00,26/06/23,0,,,,99.3,30.3
26/06/23 16:15,26/06/23,0,,,,99.29,30.4
26/06/23 16:30,26/06/23,0,,,,99.29,30.5
26/06/23 16:45,26/06/23,0,,,,99.29,30.4
26/06/23 17:00,26/06/23,0,,,,99.28,30.3
26/06/23 17:15,26/06/23,0,,,,99.28,30.2
26/06/23 17:30,26/06/23,0,,,,99.29,30.1
26/06/23 17:45,26/06/23,0,,,,99.29,30.1
26/06/23 18:00,26/06/23,0,,,,99.28,29.9
26/06/23 18:15,26/06/23,0,,,,99.28,29.7
26/06/23 18:30,26/06/23,0,,,,99.28,29.5
26/06/23 18:45,26/06/23,0,,,,99.27,29.2
26/06/23 19:00,26/06/23,0,,,,99.28,29
26/06/23 19:15,26/06/23,0,,,,99.28,28.6
26/06/23 19:30,26/06/23,0,,,,99.28,28.2
26/06/23 19:45,26/06/23,0,,,,99.28,27.6
26/06/23 20:00,26/06/23,0,,,,99.3,26.8
26/06/23 20:15,26/06/23,0,,,,99.3,26.2
26/06/23 20:30,26/06/23,0,,,,99.3,25.5
26/06/23 20:45,26/06/23,0,,,,99.31,24.9
26/06/23 21:00,26/06/23,0,,,,99.31,24.5
26/06/23 21:15,26/06/23,0,,,,99.32,24.2
26/06/23 21:30,26/06/23,0,,,,99.33,24
26/06/23 21:45,26/06/23,0,,,,99.35,24
26/06/23 22:00,26/06/23,0,,,,99.36,23.8
26/06/23 22:15,26/06/23,0,,,,99.36,23.4
26/06/23 22:30,26/06/23,0,,,,99.37,23.1
26/06/23 22:45,26/06/23,0,,,,99.39,22.8
26/06/23 23:00,26/06/23,0,,,,99.41,22.5
26/06/23 23:15,26/06/23,0,,,,99.41,22.3
26/06/23 23:30,26/06/23,0,,,,99.42,22
26/06/23 23:45,26/06/23,0,,,,99.43,21.7
27/06/23 0:00,27/06/23,0,,,,99.44,21.3
27/06/23 0:15,27/06/23,0,,,,99.44,21
27/06/23 0:30,27/06/23,0,,,,99.45,20.7
27/06/23 0:45,27/06/23,0,,,,99.44,20.5
27/06/23 1:00,27/06/23,0,,,,99.44,20.3
27/06/23 1:15,27/06/23,0,,,,99.44,20
27/06/23 1:30,27/06/23,0,,,,99.45,19.7
27/06/23 1:45,27/06/23,0,,,,99.45,19.3
27/06/23 2:00,27/06/23,0,,,,99.45,19
27/06/23 2:15,27/06/23,0,,,,99.45,18.9
27/06/23 2:30,27/06/23,0,,,,99.45,18.8
27/06/23 2:45,27/06/23,0,,,,99.46,18.7
27/06/23 3:00,27/06/23,0,,,,99.46,18.6
27/06/23 3:15,27/06/23,0,,,,99.47,18.4
